employee_id,base_salary,bonus,salary_band,compa_ratio,last_comp_review_date
11226,175835,19887.24,Band A,0.92,2024-11-26
11227,97355,7664.13,Band E,0.86,2025-08-17
11228,120638,7862.55,Band B,0.99,2026-04-10
11229,62467,11561.83,Band E,1.1,2026-04-05
11230,125508,21167.98,Band A,1.13,2025-06-06
11231,206584,16700.63,Band E,1.16,2026-01-18
11232,82360,2493.27,Band B,1.23,2025-03-15
11233,176438,13713.82,Band E,0.93,2025-02-12
11234,128937,4914.9,Band C,0.76,2024-09-21
11235,109142,4598.64,Band D,1.04,2024-11-11
11236,208114,34797.44,Band A,0.94,2026-04-23
11237,55549,9138.88,Band B,0.89,2024-10-24
11238,109553,12858.14,Band B,0.87,2025-07-31
11239,92911,16450.32,Band B,0.81,2025-11-29
11240,62437,3893.16,Band B,0.8,2025-05-08
11241,160253,20602.42,Band B,0.93,2024-10-18
11242,123667,11014.46,Band D,0.96,2026-05-21
11243,59468,11332.79,Band B,0.93,2025-10-03
11244,143030,16381.05,Band D,0.85,2025-01-02
11245,177633,19552.26,Band E,0.83,2025-08-18
11246,181571,22607.96,Band C,0.76,2024-08-30
11247,183037,16449.79,Band C,0.78,2025-07-25
11248,114514,5879.35,Band E,1.12,2025-11-14
11249,170720,20978.89,Band C,1.04,2024-11-29
11250,106830,8387.17,Band D,0.8,2024-07-24
11251,155700,18779.96,Band A,0.86,2025-02-15
11252,133256,15753.18,Band B,1.11,2025-04-12
11253,136080,14564.49,Band A,0.88,2024-11-30
11254,170392,10496.94,Band A,1.21,2024-06-30
11255,126368,19157.43,Band B,1.13,2025-03-07
11256,152371,20198.39,Band E,1.13,2026-05-06
11257,80936,12485.93,Band D,1.2,2025-01-31
11258,203288,20598.36,Band D,0.8,2025-02-01
11259,125479,20568.86,Band D,1.14,2024-09-23
11260,185529,11602.0,Band D,1.22,2025-12-18
11261,122192,15861.83,Band D,0.8,2024-06-23
11262,170177,22899.47,Band E,0.92,2024-07-13
11263,165217,31000.19,Band C,0.91,2025-06-20
11264,129552,12294.21,Band B,0.96,2026-03-27
11265,154917,22764.21,Band B,0.87,2024-10-24
11266,79727,8962.37,Band E,0.9,2025-06-29
11267,110880,10391.17,Band B,1.17,2026-04-11
11268,206716,30765.72,Band B,1.17,2025-06-18
11269,140313,10801.8,Band A,0.94,2026-05-02
11270,206319,21036.58,Band A,0.92,2024-11-10
11271,79794,8068.21,Band D,1.13,2025-05-29
11272,160473,21048.07,Band A,1.09,2026-03-30
11273,127513,11301.07,Band B,0.84,2025-01-02
11274,178307,28398.69,Band E,0.88,2025-05-03
11275,94649,17293.52,Band E,0.96,2025-06-15
11276,99748,13045.56,Band D,1.1,2024-11-04
11277,81984,11340.71,Band B,1.14,2024-08-20
11278,136650,26725.96,Band B,0.8,2024-10-06
11279,151219,27397.22,Band B,1.01,2025-06-30
11280,118259,9105.77,Band D,0.85,2024-11-10
11281,69337,13039.98,Band C,0.81,2024-11-30
11282,165295,17744.66,Band D,0.84,2025-02-07
11283,97922,10495.27,Band A,0.75,2025-03-17
11284,136692,23229.48,Band C,0.93,2025-07-07
11285,66539,12009.93,Band E,1.06,2025-02-15
11286,183922,7368.01,Band A,1.09,2025-11-12
11287,126486,19087.48,Band C,0.76,2025-03-10
11288,198319,14469.99,Band B,0.77,2026-04-10
11289,151298,14995.69,Band D,1.13,2025-11-20
11290,126704,22957.98,Band C,0.81,2024-07-13
11291,80377,4129.66,Band A,0.78,2025-03-18
11292,59768,9002.36,Band B,0.85,2025-04-28
11293,179849,32251.43,Band E,1.15,2026-01-06
11294,78706,9783.9,Band A,1.05,2024-12-11
11295,71016,5857.8,Band D,0.98,2025-09-10
11296,187407,7404.01,Band E,0.99,2025-01-29
11297,127290,24118.43,Band E,1.1,2025-05-06
11298,155555,6942.92,Band A,1.14,2025-01-13
11299,133817,23679.98,Band C,0.92,2026-02-21
11300,150506,11664.96,Band B,1.14,2025-06-07
11301,209385,13819.32,Band C,1.1,2024-06-23
11302,191486,16767.21,Band E,1.1,2026-01-24
11303,124136,19792.67,Band C,0.94,2024-08-22
11304,92074,7254.9,Band B,1.11,2024-12-14
11305,123823,22016.05,Band B,1.22,2026-02-10
11306,78067,3483.14,Band A,0.8,2025-04-23
11307,168099,18945.8,Band B,0.94,2025-12-08
11308,188190,7630.84,Band C,0.89,2025-07-22
11309,59214,2037.03,Band E,1.15,2025-02-14
11310,101648,19822.33,Band D,0.81,2025-04-02
11311,144947,23768.13,Band E,1.2,2025-09-15
11312,134231,20846.84,Band D,1.19,2024-09-02
11313,123278,11133.87,Band E,1.06,2025-01-01
11314,207831,27207.39,Band B,1.01,2025-05-06
11315,172967,31909.67,Band B,0.84,2025-05-28
11316,154137,14230.01,Band D,1.07,2025-07-19
11317,57381,9597.24,Band B,1.23,2025-02-06
11318,110091,11031.08,Band D,0.75,2026-04-21
11319,121770,23652.61,Band B,1.05,2024-10-10
11320,163299,19559.17,Band C,1.08,2026-04-24
11321,129543,5555.99,Band E,1.08,2025-09-21
11322,142151,10740.19,Band D,1.07,2026-02-04
11323,208150,12814.75,Band D,0.99,2026-02-12
11324,61440,5027.62,Band E,0.77,2025-06-10
11325,102094,8612.67,Band E,1.23,2025-11-28
11326,108085,13347.8,Band A,1.21,2024-10-10
11327,153258,11915.84,Band B,1.02,2025-09-21
11328,152756,14948.65,Band B,0.82,2024-08-31
11329,159613,24542.08,Band D,0.76,2026-03-10
11330,165182,29290.14,Band D,1.15,2025-06-04
11331,89111,6763.73,Band C,0.87,2026-01-05
11332,60207,8921.11,Band B,1.14,2025-07-10
11333,82166,12384.42,Band A,0.92,2024-10-31
11334,111921,6589.99,Band E,0.88,2025-01-04
11335,143107,7692.16,Band B,0.92,2024-08-07
11336,57393,2557.14,Band D,0.85,2025-06-08
11337,152845,29543.18,Band E,0.82,2026-05-25
11338,193753,24303.6,Band E,0.75,2025-12-31
11339,179614,31278.2,Band A,0.88,2024-11-01
11340,129927,11479.09,Band B,0.96,2025-07-23
11341,163912,27773.82,Band A,0.84,2025-10-14
11342,150334,6994.53,Band B,0.85,2026-02-11
11343,172327,34124.5,Band C,0.87,2024-10-03
11344,133899,8567.95,Band E,1.21,2024-12-03
11345,105430,19858.28,Band C,1.22,2024-12-31
11346,96205,13418.11,Band C,1.18,2024-07-01
11347,71453,3146.55,Band C,1.22,2024-11-09
11348,193594,37698.87,Band D,0.94,2025-11-27
11349,191304,16885.64,Band B,1.06,2026-03-25
11350,63130,12381.19,Band B,0.76,2025-10-04
11351,94958,4475.12,Band A,1.08,2024-11-15
11352,147549,21557.47,Band B,0.9,2025-12-15
11353,117704,9841.88,Band E,1.09,2025-03-11
11354,72195,5065.07,Band A,0.95,2025-09-12
11355,164027,11355.18,Band D,1.14,2024-11-21
11356,73890,5820.52,Band C,0.76,2025-02-18
11357,148308,7965.04,Band D,0.76,2025-06-07
11358,169898,5607.51,Band D,1.1,2025-11-12
11359,127785,15874.28,Band E,1.06,2026-01-23
11360,100454,7556.08,Band B,1.25,2025-10-30
11361,107825,7848.31,Band D,0.95,2024-08-12
11362,158566,18329.38,Band B,0.84,2025-05-05
11363,103586,19360.66,Band C,1.24,2025-01-31
11364,133671,25270.32,Band B,0.79,2026-05-09
11365,194184,22955.79,Band D,1.13,2024-10-26
11366,119084,15534.98,Band C,1.12,2025-07-12
11367,111492,17134.69,Band A,1.18,2026-03-31
11368,183279,12520.04,Band C,1.07,2026-04-15
11369,185432,26227.21,Band D,0.93,2025-02-22
11370,156589,4885.29,Band A,0.79,2024-10-17
11371,83734,14650.59,Band C,0.83,2026-02-04
11372,183378,32200.75,Band A,1.16,2026-02-03
11373,197885,10786.5,Band E,1.17,2025-12-20
11374,134355,23812.13,Band A,1.18,2024-10-02
11375,177065,12543.88,Band D,1.22,2025-07-09
11376,98646,4418.2,Band E,1.19,2024-06-13
11377,141316,27594.1,Band D,1.04,2024-09-22
11378,70163,13968.26,Band E,0.76,2025-09-06
11379,173323,29511.39,Band B,1.22,2025-02-01
11380,177502,14237.43,Band E,1.14,2024-11-19
11381,56111,10135.37,Band D,1.01,2025-07-20
11382,183851,15367.46,Band D,0.94,2025-08-27
11383,171153,30456.38,Band A,1.17,2026-03-30
11384,113894,4732.97,Band A,0.98,2025-09-25
11385,111954,8685.83,Band D,1.01,2026-03-08
11386,89245,10769.04,Band A,0.92,2024-06-10
11387,115388,20090.72,Band E,1.21,2024-07-12
11388,95184,12126.14,Band E,0.99,2025-10-12
11389,185918,24960.63,Band C,0.89,2025-12-23
11390,152319,5560.99,Band C,1.03,2025-01-22
11391,111759,22219.98,Band D,1.08,2025-03-10
11392,82380,10450.9,Band E,1.18,2025-08-30
11393,190204,10381.58,Band A,0.87,2026-04-29
11394,199560,39574.62,Band E,1.25,2025-07-31
11395,197708,6589.41,Band C,0.9,2025-06-09
11396,127140,14339.15,Band C,1.13,2024-06-05
11397,83870,8840.54,Band B,1.23,2026-02-21
11398,75680,6247.58,Band D,0.89,2026-05-19
11399,97448,15528.22,Band A,1.2,2025-10-18
11400,70493,13052.64,Band C,1.17,2024-08-28
11401,153590,17179.38,Band D,1.11,2025-05-08
11402,71138,14219.83,Band C,1.12,2024-09-29
11403,193003,35720.55,Band B,1.12,2024-09-20
11404,67321,7020.5,Band C,1.22,2025-08-18
11405,136950,9313.83,Band B,0.85,2025-01-28
11406,164494,5375.4,Band A,1.01,2026-03-14
11407,202911,37562.93,Band C,0.84,2026-02-13
11408,160284,14354.53,Band A,0.76,2025-07-10
11409,175826,7882.31,Band B,1.07,2024-10-03
11410,57685,8237.65,Band D,0.89,2025-03-23
11411,181402,23604.56,Band E,0.86,2025-04-23
11412,132900,15227.69,Band D,1.15,2025-01-25
11413,192170,29771.18,Band D,0.96,2024-11-09
11414,169374,31892.36,Band E,1.19,2024-08-10
11415,164740,12073.38,Band A,0.99,2024-07-27
11416,80669,5798.11,Band A,0.86,2025-01-05
11417,174468,31884.13,Band B,1.04,2026-01-03
11418,193693,9792.15,Band E,1.18,2024-10-30
11419,169476,24916.88,Band A,0.88,2025-12-06
11420,136830,17094.96,Band B,0.78,2024-11-28
11421,121763,13273.72,Band A,0.9,2024-11-18
11422,147394,24061.63,Band E,1.18,2026-03-22
11423,134243,23608.74,Band C,1.18,2024-11-21
11424,201695,20605.92,Band D,1.01,2025-11-16
11425,168490,10726.62,Band D,0.8,2026-01-10
11426,184352,23786.08,Band A,1.12,2024-08-21
11427,74003,8864.01,Band D,0.98,2024-09-06
11428,168978,17736.07,Band B,1.04,2026-01-03
11429,157191,5111.24,Band A,1.14,2024-11-19
11430,70445,5144.03,Band B,0.86,2024-09-23
11431,201339,10347.96,Band A,1.15,2025-10-05
11432,122912,16972.38,Band E,0.9,2026-01-17
11433,128896,7333.63,Band B,0.92,2026-04-01
11434,204748,18769.37,Band C,1.1,2025-01-02
11435,84314,16796.66,Band B,1.19,2025-05-23
11436,95989,16380.84,Band D,0.94,2026-05-19
11437,110303,7364.29,Band D,0.8,2026-02-22
11438,186597,7239.06,Band D,1.03,2024-10-30
11439,180986,35127.21,Band D,1.22,2025-06-28
11440,140351,25807.68,Band C,1.23,2025-01-17
11441,198590,28854.39,Band E,1.04,2026-02-18
11442,170393,15887.92,Band C,0.92,2026-02-09
11443,115898,5845.56,Band B,0.89,2025-05-16
11444,78366,4615.15,Band C,0.83,2024-08-19
11445,151455,11017.58,Band D,0.89,2025-03-31
11446,113794,12212.5,Band E,0.88,2024-12-29
11447,118256,13480.32,Band E,1.21,2025-04-04
11448,124474,17138.47,Band D,1.04,2024-12-01
11449,92631,5746.76,Band A,1.12,2025-07-09
11450,186299,29596.5,Band C,1.08,2025-09-05
11451,174794,17635.54,Band A,1.17,2025-02-13
11452,65808,3992.0,Band E,1.16,2026-03-22
11453,57868,9098.85,Band D,1.0,2025-03-24
11454,129667,16035.16,Band E,0.94,2025-11-13
11455,187617,20848.14,Band A,0.86,2026-03-30
11456,177660,13130.62,Band D,0.97,2025-01-01
11457,114884,17919.29,Band C,1.24,2024-10-26
11458,155961,22593.45,Band A,0.94,2025-03-17
11459,70388,13871.08,Band C,0.79,2026-01-05
11460,202485,9164.35,Band E,1.04,2026-01-05
11461,63582,6866.02,Band E,0.97,2025-11-02
11462,205419,39011.5,Band A,0.88,2025-03-03
11463,86088,9176.57,Band B,0.81,2026-02-08
11464,102649,11019.31,Band A,1.09,2024-08-10
11465,77495,3524.59,Band A,0.87,2024-06-08
11466,167425,25383.65,Band C,0.8,2025-04-16
11467,76211,6596.58,Band A,0.81,2025-12-11
11468,74737,8459.3,Band A,1.11,2025-08-10
11469,143260,12608.37,Band C,1.06,2025-05-31
11470,73021,9595.75,Band A,0.91,2024-09-22
11471,147850,18072.7,Band A,1.13,2024-06-28
11472,83868,5323.16,Band E,1.21,2024-08-04
11473,70682,9353.4,Band D,1.25,2025-12-17
11474,94311,5681.46,Band C,1.04,2025-06-19
11475,164532,31964.07,Band E,0.96,2025-12-27
11476,165685,12885.33,Band D,1.06,2025-10-11
11477,64648,11433.94,Band C,0.83,2025-02-18
11478,61394,9536.95,Band C,1.16,2026-01-29
11479,149659,24046.04,Band B,0.81,2024-07-18
11480,70966,6559.52,Band A,0.98,2025-02-28
11481,149908,17071.31,Band B,1.18,2024-09-28
11482,132977,18691.82,Band D,1.13,2025-09-08
11483,185891,36184.9,Band B,1.12,2024-06-23
11484,197286,22535.32,Band E,1.14,2025-02-13
11485,87573,10959.21,Band B,1.08,2025-01-06
11486,139540,17168.62,Band C,0.93,2024-11-12
11487,191640,35497.17,Band C,0.8,2024-08-27
11488,119508,12490.73,Band B,0.77,2024-10-22
11489,155387,25114.94,Band E,1.0,2025-03-02
11490,191437,31211.44,Band A,0.8,2025-12-05
11491,89634,14987.98,Band B,0.93,2024-09-18
11492,55209,3971.57,Band C,1.11,2025-12-08
11493,123323,16646.16,Band A,1.22,2025-03-10
11494,124608,16840.16,Band C,1.23,2024-06-04
11495,84403,14913.76,Band C,0.81,2025-10-26
11496,145082,7581.08,Band E,0.83,2025-04-27
11497,172965,23759.66,Band A,0.95,2025-10-02
11498,151813,8431.31,Band E,1.22,2025-11-06
11499,56316,9228.01,Band E,0.81,2025-05-03
11500,166239,24410.94,Band D,1.1,2025-06-19
11501,159152,20606.58,Band E,0.88,2024-12-24
11502,69741,2225.38,Band D,1.22,2024-07-10
11503,142964,11644.2,Band D,0.97,2025-01-04
11504,158833,5173.59,Band D,0.89,2025-08-06
11505,135612,25621.12,Band B,1.22,2025-12-15
11506,59917,4617.9,Band C,0.97,2026-03-31
11507,83201,8784.13,Band A,0.83,2025-04-24
11508,184242,30346.16,Band E,0.91,2026-02-14
11509,93863,5803.54,Band E,0.86,2026-05-15
11510,161953,27412.48,Band A,1.09,2025-03-16
11511,116063,8970.1,Band E,0.8,2024-09-24
11512,83395,10670.93,Band B,1.1,2025-10-22
11513,84435,8755.56,Band E,1.12,2025-02-24
11514,140584,20058.9,Band E,0.85,2025-12-05
11515,206117,24760.21,Band A,1.24,2025-01-15
11516,207257,27609.94,Band E,1.01,2025-01-24
11517,101996,6533.42,Band D,0.8,2025-06-06
11518,60020,5663.41,Band A,1.19,2025-05-07
11519,188857,9522.87,Band C,1.05,2025-06-06
11520,84824,10984.32,Band D,0.96,2025-04-15
11521,166082,13138.01,Band C,0.76,2024-08-26
11522,149257,27136.52,Band A,1.12,2024-09-06
11523,115667,13018.39,Band D,0.77,2024-08-06
11524,195243,7072.2,Band D,1.0,2026-05-17
11525,196464,17929.08,Band B,1.05,2024-12-27
11526,169431,15167.75,Band C,0.83,2025-01-26
11527,179670,11151.76,Band C,0.96,2025-04-07
11528,153362,22108.28,Band A,1.18,2024-06-22
11529,172744,14436.22,Band A,1.07,2025-08-12
11530,155510,22600.34,Band B,0.98,2024-09-04
11531,96593,14368.02,Band A,0.97,2024-09-28
11532,76261,9095.01,Band B,0.75,2025-08-17
11533,76579,3198.57,Band D,1.07,2026-01-25
11534,56280,5870.54,Band D,1.1,2026-05-05
11535,104502,16885.9,Band D,1.07,2025-10-31
11536,134916,15969.41,Band E,0.78,2025-08-31
11537,114361,4308.94,Band D,0.96,2026-04-30
11538,110152,9929.71,Band A,1.09,2024-06-02
11539,75559,12304.16,Band E,1.15,2025-12-06
11540,116197,8302.09,Band E,1.02,2026-03-11
11541,96934,18345.36,Band B,1.06,2025-06-02
11542,179069,7405.11,Band D,1.08,2024-10-19
11543,120930,7886.09,Band B,0.94,2024-10-06
11544,180578,10890.02,Band D,0.78,2025-02-22
11545,94807,14449.06,Band C,0.8,2024-10-24
11546,94601,12527.57,Band E,1.19,2024-06-07
11547,156140,21639.66,Band E,0.8,2025-02-17
11548,103080,19757.7,Band D,1.22,2024-08-13
11549,58319,6418.59,Band A,1.14,2025-09-16
11550,119819,14106.17,Band B,1.19,2025-02-01
11551,112912,8805.31,Band E,1.01,2025-09-15
11552,58047,2894.48,Band C,0.97,2026-01-12
11553,97999,8620.64,Band D,0.81,2025-06-24
11554,103812,13325.02,Band A,1.05,2025-08-12
11555,98715,19343.54,Band B,0.75,2024-10-10
11556,184606,13098.06,Band B,1.07,2025-01-07
11557,167417,8935.37,Band A,0.99,2025-08-20
11558,68909,7721.96,Band A,1.16,2026-01-01
11559,195724,18845.97,Band C,0.87,2025-05-10
11560,107658,9803.82,Band C,1.03,2024-11-25
11561,110432,20246.36,Band E,0.87,2024-10-12
11562,207817,41404.0,Band A,1.02,2026-01-23
11563,106966,18105.69,Band B,0.95,2025-05-17
11564,69583,10290.25,Band D,1.14,2026-05-22
11565,180354,8795.58,Band D,1.17,2025-01-30
11566,128684,4127.43,Band E,1.13,2026-04-02
11567,104625,9442.31,Band C,1.01,2025-12-09
11568,156451,10615.52,Band A,1.09,2025-05-23
11569,96152,6830.98,Band C,1.1,2024-09-24
11570,111690,15872.2,Band D,0.86,2025-01-25
11571,56400,2687.87,Band C,0.96,2025-09-28
11572,76218,10239.68,Band D,1.22,2024-09-15
11573,129664,17634.21,Band C,0.78,2024-12-03
11574,85237,2755.62,Band B,0.81,2026-04-04
11575,195318,30208.23,Band A,0.87,2025-02-25
11576,67765,7701.34,Band B,0.91,2025-01-13
11577,141024,10071.8,Band D,0.83,2026-02-08
11578,138140,24098.61,Band A,0.98,2025-03-11
11579,125250,15501.34,Band B,1.16,2025-10-04
11580,204455,34603.96,Band D,1.08,2025-11-22
11581,191729,28861.0,Band B,0.76,2025-05-30
11582,128279,11782.05,Band D,1.07,2024-07-23
11583,176874,31630.65,Band A,0.84,2025-12-23
11584,163762,5785.88,Band D,0.81,2025-05-02
11585,152973,30433.2,Band D,1.12,2025-11-03
11586,74979,11058.4,Band C,0.78,2026-03-05
11587,84208,2952.16,Band B,1.17,2025-12-28
11588,72140,8450.28,Band E,1.19,2024-10-19
11589,121644,17162.6,Band D,1.05,2026-04-03
11590,201713,32852.97,Band A,1.09,2024-12-22
11591,96268,18740.83,Band D,1.05,2025-03-24
11592,114518,18025.18,Band D,0.95,2025-05-24
11593,207475,25991.03,Band E,1.16,2025-03-31
11594,164929,6395.17,Band D,1.2,2025-01-28
11595,203586,29830.52,Band B,0.91,2024-07-18
11596,159596,14666.75,Band D,0.75,2024-07-08
11597,75288,5386.93,Band A,0.87,2025-03-12
11598,61469,7584.31,Band B,1.21,2025-09-22
11599,200455,7593.72,Band D,1.25,2025-11-28
11600,65418,12174.43,Band E,0.99,2025-11-02
11601,137796,25555.46,Band D,0.98,2025-04-03
11602,121040,21726.25,Band B,1.16,2026-03-03
11603,146264,22672.37,Band B,0.87,2026-05-30
11604,83387,3843.69,Band D,0.96,2026-03-11
11605,110189,14407.93,Band D,1.12,2025-03-14
11606,190055,17758.95,Band B,1.18,2025-03-05
11607,133200,23249.39,Band E,0.94,2026-04-22
11608,177143,27704.25,Band D,0.76,2024-11-06
11609,83028,4408.62,Band D,0.94,2026-01-09
11610,144813,19190.03,Band D,0.95,2025-12-13
11611,71481,7840.78,Band A,0.83,2024-12-31
11612,168106,24960.54,Band D,1.16,2026-05-12
11613,209001,39707.19,Band A,0.96,2025-08-10
11614,107459,4785.69,Band B,1.19,2025-03-04
11615,81136,10074.51,Band D,1.14,2025-09-29
11616,57869,2246.01,Band E,1.25,2026-02-09
11617,122239,17475.38,Band D,1.08,2024-08-29
11618,97329,3749.9,Band A,0.89,2024-11-24
11619,109156,8635.16,Band D,0.81,2026-05-06
11620,148308,23392.89,Band C,1.18,2024-09-25
11621,94251,7470.03,Band E,1.16,2025-03-03
11622,156118,10121.65,Band C,1.06,2024-09-10
11623,145651,5783.48,Band D,1.0,2025-04-12
11624,55001,4654.62,Band C,1.13,2026-02-24
11625,63200,5006.36,Band D,1.1,2025-12-18
11626,110668,4912.27,Band E,1.13,2025-02-21
11627,168879,30870.24,Band D,1.2,2025-06-04
11628,118865,23697.54,Band A,1.2,2026-01-24
11629,147070,28829.05,Band B,1.05,2025-06-29
11630,189116,33027.94,Band C,0.76,2025-07-31
11631,94641,5437.53,Band C,1.17,2025-12-26
11632,86483,11551.15,Band E,0.78,2024-08-07
11633,151244,27509.65,Band D,0.98,2025-05-27
11634,157719,11727.33,Band D,0.84,2026-01-29
11635,186142,25265.36,Band A,0.95,2025-03-30
11636,186182,18801.68,Band C,0.86,2025-10-03
11637,132383,23280.54,Band C,0.88,2024-07-06
11638,80330,2468.81,Band B,1.11,2024-07-19
11639,104752,15218.18,Band A,1.23,2026-05-31
11640,99241,12978.7,Band C,1.12,2024-12-26
11641,157730,25651.81,Band B,1.19,2024-12-23
11642,95472,11871.74,Band D,1.07,2025-11-20
11643,136877,19043.44,Band D,1.13,2025-06-22
11644,117089,14776.79,Band D,1.22,2026-04-17
11645,62210,7719.02,Band D,1.25,2024-10-01
11646,73673,5847.39,Band D,0.82,2025-08-18
11647,178782,11271.54,Band A,0.95,2025-05-25
11648,136995,16678.23,Band A,1.13,2025-01-11
11649,208156,15277.46,Band D,1.15,2025-08-30
11650,90295,6575.73,Band A,0.86,2024-06-29
11651,120543,15663.08,Band D,1.16,2025-02-13
11652,85564,13119.94,Band E,0.88,2025-12-13
11653,140268,21167.86,Band D,0.93,2025-03-21
11654,150884,17633.81,Band E,0.91,2025-09-25
11655,78991,7168.93,Band C,0.86,2025-05-12
11656,184968,26475.91,Band E,0.87,2025-02-16
11657,153569,8488.68,Band C,1.04,2024-06-21
11658,205151,19699.16,Band D,1.1,2024-11-19
11659,193437,17969.08,Band E,0.87,2025-06-24
11660,123252,22853.47,Band A,1.0,2024-08-01
11661,134255,6521.94,Band A,1.0,2025-03-10
11662,200117,9983.27,Band A,0.97,2025-07-28
11663,55032,6924.62,Band D,1.12,2025-06-25
11664,161956,14265.55,Band E,0.96,2025-12-27
11665,149914,19157.71,Band D,1.21,2025-09-04
11666,148198,15957.13,Band E,0.93,2025-10-07
11667,138073,11553.54,Band E,0.88,2024-10-11
11668,124747,8958.88,Band D,1.02,2025-04-23
11669,183611,5826.04,Band E,1.23,2025-09-20
11670,169488,20432.38,Band E,0.77,2024-11-30
11671,113944,20911.35,Band C,0.91,2025-07-19
11672,104448,20887.38,Band A,0.79,2024-11-05
11673,145641,11203.0,Band B,1.24,2024-06-09
11674,145563,28411.52,Band B,1.16,2025-06-07
11675,149502,8317.83,Band B,0.84,2026-05-01
11676,136299,16742.37,Band C,1.03,2024-09-12
11677,168256,17921.13,Band E,1.07,2026-01-30
11678,128884,11832.24,Band B,0.81,2026-05-20
11679,207397,24816.36,Band A,0.9,2026-06-02
11680,172003,16966.76,Band B,0.88,2025-04-18
11681,95831,12325.12,Band E,1.01,2026-02-07
11682,114022,14837.42,Band B,0.87,2025-05-31
11683,125812,22526.02,Band D,0.86,2024-07-28
11684,191747,9031.08,Band D,0.86,2025-02-02
11685,96411,14454.99,Band B,1.15,2025-11-12
11686,111578,12276.33,Band E,0.9,2025-10-28
11687,57779,3262.53,Band B,1.18,2025-09-10
11688,107210,16143.17,Band D,0.79,2025-01-05
11689,69245,12748.72,Band A,1.22,2025-06-26
11690,205567,40072.4,Band D,1.23,2026-02-08
11691,166614,21862.78,Band C,1.21,2025-05-30
11692,172804,7274.18,Band E,1.24,2025-08-16
11693,108677,12904.62,Band D,1.01,2025-02-21
11694,166723,20197.59,Band E,1.11,2025-03-19
11695,77594,5705.6,Band E,0.91,2024-10-23
11696,207920,28859.21,Band B,1.02,2024-10-21
11697,129389,23357.39,Band E,1.25,2026-03-21
11698,101539,19970.08,Band C,1.24,2026-01-06
11699,164299,31523.68,Band E,0.9,2025-06-15
11700,180879,6251.21,Band D,0.88,2024-12-06
11701,122779,8087.45,Band E,1.1,2024-12-21
11702,109171,15192.89,Band D,0.85,2025-11-21
11703,128131,20581.35,Band E,1.02,2025-08-06
11704,67892,4366.51,Band A,1.11,2024-09-25
11705,59851,10038.62,Band D,1.24,2025-01-13
11706,109813,13205.8,Band C,0.89,2025-01-02
11707,71619,5817.7,Band C,1.18,2026-03-27
11708,199003,6236.39,Band C,1.02,2025-11-05
11709,162658,20990.87,Band A,0.78,2025-04-07
11710,129436,20395.12,Band B,1.19,2025-03-06
11711,208943,8008.63,Band B,0.87,2025-01-17
11712,179573,16366.39,Band A,0.88,2025-04-11
11713,172717,14954.19,Band E,0.86,2025-06-11
11714,157628,22000.21,Band E,1.04,2025-09-22
11715,126427,12136.29,Band E,0.99,2026-02-07
11716,59694,8833.64,Band E,1.2,2024-11-11
11717,151554,4881.85,Band C,0.92,2025-10-28
11718,187525,22940.15,Band D,0.93,2024-12-14
11719,117339,22400.44,Band D,1.15,2024-07-12
11720,130599,22323.45,Band C,1.12,2025-08-20
11721,80718,10948.61,Band C,0.81,2026-01-08
11722,136440,6013.89,Band E,1.05,2025-05-15
11723,133209,12683.45,Band E,0.94,2025-09-20
11724,96309,5952.91,Band B,0.9,2025-03-27
11725,102195,9412.4,Band B,0.8,2024-11-11
11726,113190,21370.13,Band A,1.19,2026-01-06
11727,116285,15815.0,Band D,0.8,2026-01-01
11728,184841,25546.39,Band A,0.8,2025-03-17
11729,181856,19567.11,Band E,1.09,2025-03-15
11730,132468,4781.62,Band E,0.96,2025-04-17
11731,127845,7495.89,Band C,1.01,2025-09-13
11732,92704,12536.03,Band A,0.88,2024-12-22
11733,80764,5145.11,Band B,0.85,2025-03-25
11734,198417,10729.01,Band A,1.0,2025-05-10
11735,197246,21826.01,Band B,1.0,2024-06-12
11736,198697,23858.03,Band C,0.99,2025-06-17
11737,160823,28521.22,Band E,1.15,2025-02-24
11738,200151,13452.1,Band B,1.04,2025-08-07
11739,81923,6869.57,Band B,1.09,2024-09-29
11740,197488,33563.57,Band E,1.04,2025-11-08
11741,141947,8167.79,Band D,1.19,2025-04-29
11742,121068,14708.38,Band B,1.05,2025-12-02
11743,61425,3198.2,Band D,0.86,2025-10-16
11744,172270,34439.58,Band C,1.15,2025-07-18
11745,182231,6732.25,Band D,0.86,2026-02-09
11746,199740,35726.86,Band A,1.09,2025-02-04
11747,204748,29496.29,Band C,1.22,2024-07-22
11748,132902,11549.86,Band E,0.96,2024-09-11
11749,196807,28561.19,Band B,0.81,2024-11-17
11750,175328,7428.72,Band E,1.03,2025-06-06
11751,184185,17657.78,Band B,0.92,2026-02-08
11752,173626,10406.35,Band C,1.0,2025-12-21
11753,184313,27450.54,Band C,0.86,2026-02-02
11754,109539,14399.45,Band D,1.12,2025-07-08
11755,167580,8925.92,Band A,0.89,2024-12-05
11756,150545,21544.17,Band D,0.75,2026-05-11
11757,69458,9866.65,Band B,0.79,2026-05-04
11758,203436,37764.78,Band D,1.2,2026-03-04
11759,136708,15084.0,Band C,1.06,2026-03-25
11760,127574,19088.99,Band E,1.23,2024-12-18
11761,139861,24003.52,Band C,1.06,2025-04-23
11762,151897,16583.03,Band C,0.99,2025-03-23
