employee_id,review_cycle,performance_rating,potential_rating,review_submitted_date,promotion_recommendation
9886,2024-H1,2,Medium,2025-11-20,No
9886,2024-H2,4,High,2024-07-13,No
9886,2025-H1,4,High,2024-12-15,No
9886,2025-H2,3,High,2024-10-06,No
9887,2024-H1,3,Medium,2025-06-01,No
9887,2024-H2,3,High,2026-03-14,No
9887,2025-H1,2,Low,2025-02-08,No
9887,2025-H2,3,Medium,2025-03-28,Yes
9888,2024-H1,2,Medium,2025-05-28,No
9888,2024-H2,3,Medium,2026-02-06,No
9888,2025-H1,5,High,2024-10-16,No
9888,2025-H2,4,Medium,2026-01-20,No
9889,2024-H1,4,Medium,2024-07-17,No
9889,2024-H2,4,High,2024-10-14,No
9889,2025-H1,2,Low,2024-11-23,No
9889,2025-H2,5,Medium,2024-06-26,No
9890,2024-H1,4,Medium,2025-12-13,Yes
9890,2024-H2,4,Medium,2025-02-17,No
9890,2025-H1,3,High,2025-12-02,No
9890,2025-H2,5,High,2025-05-29,No
9891,2024-H1,4,Low,2026-05-08,Yes
9891,2024-H2,3,Medium,2024-11-12,Yes
9891,2025-H1,2,Medium,2025-12-31,No
9891,2025-H2,3,High,2025-01-17,No
9892,2024-H1,3,High,2025-01-24,No
9892,2024-H2,4,Medium,2025-04-03,No
9892,2025-H1,4,Medium,2025-01-16,No
9892,2025-H2,3,Medium,2026-01-13,No
9893,2024-H1,3,Medium,2025-12-11,No
9893,2024-H2,3,Medium,2025-05-22,No
9893,2025-H1,2,Medium,2025-07-29,No
9893,2025-H2,3,Medium,2025-02-07,No
9894,2024-H1,4,Medium,2025-10-06,No
9894,2024-H2,4,High,2025-07-28,No
9894,2025-H1,5,High,2024-10-04,No
9894,2025-H2,3,Medium,2024-12-02,No
9895,2024-H1,5,Medium,2024-08-14,No
9895,2024-H2,3,Low,2024-09-25,Yes
9895,2025-H1,2,Medium,2025-07-10,No
9895,2025-H2,3,Medium,2025-07-15,Yes
9896,2024-H1,2,High,2025-01-02,Yes
9896,2024-H2,3,Low,2025-11-02,Yes
9896,2025-H1,3,Medium,2025-03-22,No
9896,2025-H2,3,High,2026-01-04,No
9897,2024-H1,3,Medium,2024-10-10,No
9897,2024-H2,5,Medium,2026-04-29,No
9897,2025-H1,2,High,2025-04-20,No
9897,2025-H2,3,Low,2025-11-03,No
9898,2024-H1,3,High,2026-03-06,No
9898,2024-H2,4,Medium,2026-03-19,No
9898,2025-H1,3,Low,2025-01-22,No
9898,2025-H2,3,Medium,2024-10-17,No
9899,2024-H1,4,High,2025-04-03,No
9899,2024-H2,3,Medium,2025-09-21,No
9899,2025-H1,3,Medium,2025-02-27,No
9899,2025-H2,4,Low,2024-10-31,No
9900,2024-H1,3,High,2025-12-04,Yes
9900,2024-H2,2,High,2025-10-20,No
9900,2025-H1,4,Medium,2025-01-08,No
9900,2025-H2,4,Medium,2024-09-20,No
9901,2024-H1,4,Medium,2026-04-22,No
9901,2024-H2,2,Medium,2025-12-31,Yes
9901,2025-H1,5,Low,2024-10-24,No
9901,2025-H2,3,High,2025-06-07,Yes
9902,2024-H1,2,Medium,2025-09-21,No
9902,2024-H2,3,Medium,2025-12-28,No
9902,2025-H1,1,Medium,2025-07-18,Yes
9902,2025-H2,3,Medium,2025-08-22,Yes
9903,2024-H1,4,High,2024-08-30,No
9903,2024-H2,3,High,2025-10-27,No
9903,2025-H1,4,Medium,2025-01-09,No
9903,2025-H2,5,Medium,2025-06-12,No
9904,2024-H1,1,High,2025-07-20,Yes
9904,2024-H2,3,Medium,2025-03-21,No
9904,2025-H1,3,Medium,2024-09-25,No
9904,2025-H2,2,Medium,2026-03-25,No
9905,2024-H1,2,Medium,2026-02-19,No
9905,2024-H2,3,Medium,2024-10-07,No
9905,2025-H1,4,Medium,2025-09-08,Yes
9905,2025-H2,3,Medium,2025-09-08,No
9906,2024-H1,4,High,2025-05-12,No
9906,2024-H2,4,Medium,2026-02-07,No
9906,2025-H1,1,Medium,2026-01-21,No
9906,2025-H2,5,High,2025-12-29,No
9907,2024-H1,2,Low,2026-01-22,No
9907,2024-H2,4,High,2025-05-31,No
9907,2025-H1,3,Medium,2025-02-10,No
9907,2025-H2,3,Medium,2024-08-08,No
9908,2024-H1,4,Medium,2026-04-18,No
9908,2024-H2,5,High,2025-03-19,Yes
9908,2025-H1,4,Medium,2024-08-03,No
9908,2025-H2,4,Medium,2025-02-13,No
9909,2024-H1,2,Low,2025-08-29,No
9909,2024-H2,2,High,2025-03-09,No
9909,2025-H1,3,Medium,2026-05-21,No
9909,2025-H2,5,Low,2025-08-23,No
9910,2024-H1,5,Low,2024-07-09,No
9910,2024-H2,3,Medium,2024-09-12,No
9910,2025-H1,3,Medium,2025-02-03,No
9910,2025-H2,3,Medium,2025-06-22,No
9911,2024-H1,3,Medium,2026-01-25,No
9911,2024-H2,1,Low,2025-06-28,No
9911,2025-H1,2,Medium,2025-06-28,No
9911,2025-H2,3,High,2024-12-21,No
9912,2024-H1,3,Medium,2024-11-29,No
9912,2024-H2,4,Medium,2025-03-25,No
9912,2025-H1,2,High,2024-07-01,No
9912,2025-H2,3,Medium,2025-09-17,No
9913,2024-H1,3,Low,2026-04-18,No
9913,2024-H2,3,Medium,2024-07-28,No
9913,2025-H1,4,Medium,2025-10-13,Yes
9913,2025-H2,5,Medium,2025-01-04,No
9914,2024-H1,4,Medium,2024-07-08,No
9914,2024-H2,4,Medium,2024-11-10,No
9914,2025-H1,2,Medium,2025-05-22,No
9914,2025-H2,5,High,2024-11-21,No
9915,2024-H1,2,Medium,2025-04-15,Yes
9915,2024-H2,3,Low,2024-12-15,No
9915,2025-H1,4,Low,2025-03-14,No
9915,2025-H2,3,Medium,2025-05-27,No
9916,2024-H1,5,High,2025-09-12,Yes
9916,2024-H2,5,Medium,2024-09-01,No
9916,2025-H1,3,Medium,2024-07-11,No
9916,2025-H2,3,Medium,2026-03-20,No
9917,2024-H1,2,Medium,2025-03-31,No
9917,2024-H2,3,Medium,2026-01-23,No
9917,2025-H1,4,Low,2026-02-27,No
9917,2025-H2,1,Medium,2024-11-18,No
9918,2024-H1,3,Low,2025-08-22,No
9918,2024-H2,5,Medium,2024-11-28,No
9918,2025-H1,3,Medium,2025-09-01,No
9918,2025-H2,4,Low,2026-01-31,No
9919,2024-H1,4,High,2026-04-22,No
9919,2024-H2,3,Medium,2025-01-03,Yes
9919,2025-H1,3,Medium,2025-02-21,No
9919,2025-H2,4,Medium,2024-08-22,No
9920,2024-H1,1,Medium,2025-10-11,No
9920,2024-H2,4,Medium,2025-10-09,No
9920,2025-H1,3,Medium,2025-08-12,No
9920,2025-H2,4,High,2024-07-04,No
9921,2024-H1,3,High,2024-12-13,No
9921,2024-H2,3,Medium,2024-07-29,No
9921,2025-H1,5,Medium,2026-03-14,No
9921,2025-H2,3,Medium,2025-07-20,No
9922,2024-H1,3,Medium,2025-10-28,No
9922,2024-H2,2,Medium,2024-10-25,No
9922,2025-H1,5,Low,2025-01-22,No
9922,2025-H2,4,Medium,2024-12-05,No
9923,2024-H1,3,Medium,2026-04-06,No
9923,2024-H2,5,Medium,2025-01-10,Yes
9923,2025-H1,4,Medium,2025-09-13,Yes
9923,2025-H2,4,Medium,2024-10-18,No
9924,2024-H1,5,Low,2024-07-26,No
9924,2024-H2,3,Medium,2024-06-20,Yes
9924,2025-H1,3,Low,2026-01-19,No
9924,2025-H2,3,Medium,2024-09-23,No
9925,2024-H1,3,High,2025-01-27,No
9925,2024-H2,5,High,2026-01-04,Yes
9925,2025-H1,4,Low,2025-04-19,Yes
9925,2025-H2,4,Medium,2025-04-16,No
9926,2024-H1,3,Medium,2024-06-13,No
9926,2024-H2,3,Medium,2024-07-17,No
9926,2025-H1,4,Medium,2026-01-05,No
9926,2025-H2,3,High,2025-11-23,Yes
9927,2024-H1,3,Medium,2025-02-10,No
9927,2024-H2,3,Low,2026-04-19,No
9927,2025-H1,3,Medium,2025-11-25,No
9927,2025-H2,5,Low,2025-05-03,No
9928,2024-H1,5,High,2024-06-19,Yes
9928,2024-H2,2,Medium,2025-12-03,No
9928,2025-H1,4,Medium,2026-01-25,No
9928,2025-H2,3,Medium,2026-05-07,No
9929,2024-H1,4,Medium,2026-01-29,No
9929,2024-H2,4,Medium,2025-06-18,No
9929,2025-H1,4,Medium,2024-07-09,No
9929,2025-H2,3,Medium,2025-03-01,No
9930,2024-H1,4,Medium,2025-09-21,No
9930,2024-H2,5,Medium,2025-01-08,No
9930,2025-H1,3,Medium,2024-09-25,Yes
9930,2025-H2,3,High,2025-08-28,No
9931,2024-H1,3,Medium,2025-04-15,Yes
9931,2024-H2,3,Medium,2025-07-07,No
9931,2025-H1,3,Medium,2025-07-23,No
9931,2025-H2,3,High,2026-04-05,No
9932,2024-H1,2,High,2024-09-06,No
9932,2024-H2,3,Medium,2025-02-23,No
9932,2025-H1,4,Medium,2024-08-04,Yes
9932,2025-H2,4,High,2025-08-06,No
9933,2024-H1,3,Medium,2025-08-03,Yes
9933,2024-H2,5,High,2025-04-13,No
9933,2025-H1,3,Medium,2025-06-29,No
9933,2025-H2,3,Medium,2026-03-25,No
9934,2024-H1,4,Medium,2025-10-11,No
9934,2024-H2,3,Medium,2024-08-19,No
9934,2025-H1,3,Medium,2025-09-02,No
9934,2025-H2,4,Medium,2026-03-14,No
9935,2024-H1,3,High,2024-10-15,No
9935,2024-H2,4,Medium,2024-11-29,No
9935,2025-H1,3,High,2025-11-01,No
9935,2025-H2,3,Medium,2026-01-25,No
9936,2024-H1,3,Medium,2024-09-18,No
9936,2024-H2,3,Medium,2025-09-05,No
9936,2025-H1,4,Medium,2025-03-10,No
9936,2025-H2,3,Medium,2025-08-08,No
9937,2024-H1,3,Medium,2025-07-03,No
9937,2024-H2,3,Medium,2025-06-21,No
9937,2025-H1,1,Medium,2024-09-23,No
9937,2025-H2,3,Medium,2025-12-13,Yes
9938,2024-H1,4,High,2025-04-09,No
9938,2024-H2,4,Medium,2025-09-06,Yes
9938,2025-H1,5,Low,2024-08-30,Yes
9938,2025-H2,2,Medium,2025-05-18,No
9939,2024-H1,4,Medium,2025-05-03,No
9939,2024-H2,3,Medium,2025-06-19,No
9939,2025-H1,2,Medium,2024-06-02,No
9939,2025-H2,3,Medium,2026-03-16,No
9940,2024-H1,2,Medium,2026-02-23,No
9940,2024-H2,2,Medium,2024-12-09,No
9940,2025-H1,4,Medium,2025-11-23,No
9940,2025-H2,3,Medium,2025-04-16,No
9941,2024-H1,4,Medium,2026-05-17,No
9941,2024-H2,4,Medium,2026-03-06,No
9941,2025-H1,3,Medium,2026-04-21,No
9941,2025-H2,2,Medium,2026-05-28,Yes
9942,2024-H1,3,Medium,2025-03-06,No
9942,2024-H2,3,High,2025-08-21,No
9942,2025-H1,2,Low,2026-04-19,No
9942,2025-H2,5,Medium,2026-03-11,No
9943,2024-H1,4,Medium,2025-05-25,No
9943,2024-H2,3,Medium,2024-06-11,No
9943,2025-H1,4,High,2025-11-12,No
9943,2025-H2,2,Medium,2024-10-10,No
9944,2024-H1,3,High,2025-01-04,Yes
9944,2024-H2,5,Medium,2024-12-30,No
9944,2025-H1,3,Medium,2024-09-21,No
9944,2025-H2,3,Medium,2024-06-13,No
9945,2024-H1,3,Medium,2026-04-29,No
9945,2024-H2,3,Medium,2024-12-23,No
9945,2025-H1,2,Medium,2025-09-09,No
9945,2025-H2,3,Medium,2025-10-16,No
9946,2024-H1,4,Medium,2025-12-11,No
9946,2024-H2,3,Medium,2024-11-04,No
9946,2025-H1,4,Medium,2026-02-12,No
9946,2025-H2,3,Medium,2025-04-19,Yes
9947,2024-H1,4,Medium,2026-03-30,No
9947,2024-H2,4,Medium,2024-08-29,No
9947,2025-H1,3,Medium,2026-01-04,No
9947,2025-H2,5,Low,2025-09-03,No
9948,2024-H1,3,High,2024-10-23,No
9948,2024-H2,3,Medium,2025-12-17,No
9948,2025-H1,4,Medium,2026-01-03,No
9948,2025-H2,3,Low,2026-01-26,No
9949,2024-H1,5,High,2025-04-20,No
9949,2024-H2,3,Medium,2026-02-09,No
9949,2025-H1,4,High,2025-08-12,No
9949,2025-H2,5,Medium,2025-11-27,Yes
9950,2024-H1,3,Medium,2025-08-27,No
9950,2024-H2,4,Medium,2026-04-08,No
9950,2025-H1,2,Medium,2024-06-19,Yes
9950,2025-H2,3,Medium,2026-02-08,No
9951,2024-H1,3,Medium,2026-01-16,Yes
9951,2024-H2,3,Medium,2025-03-12,No
9951,2025-H1,3,Low,2025-01-19,No
9951,2025-H2,3,High,2026-03-11,No
9952,2024-H1,4,Medium,2026-02-14,No
9952,2024-H2,4,High,2025-01-16,No
9952,2025-H1,3,Medium,2024-12-08,No
9952,2025-H2,3,Medium,2024-12-22,No
9953,2024-H1,2,Medium,2025-05-02,No
9953,2024-H2,5,Medium,2025-05-11,Yes
9953,2025-H1,4,Medium,2025-11-11,No
9953,2025-H2,4,Medium,2026-05-13,No
9954,2024-H1,3,High,2026-04-23,Yes
9954,2024-H2,2,Medium,2024-07-17,No
9954,2025-H1,3,High,2026-01-22,No
9954,2025-H2,4,Medium,2025-07-30,No
9955,2024-H1,4,Medium,2025-04-16,No
9955,2024-H2,4,Medium,2024-06-28,Yes
9955,2025-H1,4,Medium,2025-05-17,No
9955,2025-H2,4,Medium,2025-06-19,No
9956,2024-H1,3,Medium,2024-08-03,No
9956,2024-H2,4,Medium,2025-01-31,No
9956,2025-H1,4,Medium,2025-04-07,No
9956,2025-H2,3,Medium,2024-09-09,Yes
9957,2024-H1,3,High,2026-04-08,Yes
9957,2024-H2,4,Medium,2025-01-20,No
9957,2025-H1,4,Low,2025-08-19,No
9957,2025-H2,3,Medium,2025-01-01,No
9958,2024-H1,3,High,2025-07-12,No
9958,2024-H2,2,High,2025-04-02,No
9958,2025-H1,3,Medium,2025-01-19,No
9958,2025-H2,3,Medium,2025-05-20,No
9959,2024-H1,1,Medium,2025-12-25,Yes
9959,2024-H2,3,Medium,2025-03-25,No
9959,2025-H1,4,Medium,2026-02-27,No
9959,2025-H2,3,High,2025-10-13,No
9960,2024-H1,3,Medium,2025-12-25,No
9960,2024-H2,3,Medium,2025-12-06,No
9960,2025-H1,4,Medium,2025-10-24,No
9960,2025-H2,5,High,2026-02-07,No
9961,2024-H1,4,Medium,2026-02-13,No
9961,2024-H2,4,Medium,2025-04-08,No
9961,2025-H1,4,Medium,2026-04-24,No
9961,2025-H2,2,Medium,2025-02-01,No
9962,2024-H1,3,Low,2025-09-07,Yes
9962,2024-H2,4,High,2025-07-03,No
9962,2025-H1,5,Medium,2024-08-01,Yes
9962,2025-H2,4,Medium,2024-10-06,No
9963,2024-H1,4,Medium,2025-12-12,No
9963,2024-H2,3,Medium,2025-09-15,No
9963,2025-H1,2,Medium,2026-04-10,No
9963,2025-H2,4,Medium,2026-01-10,No
9964,2024-H1,3,Low,2024-10-24,No
9964,2024-H2,4,Medium,2024-11-18,No
9964,2025-H1,1,High,2025-11-16,No
9964,2025-H2,3,Medium,2025-05-21,Yes
9965,2024-H1,4,Medium,2025-04-01,No
9965,2024-H2,3,High,2026-01-12,No
9965,2025-H1,5,Medium,2024-10-30,No
9965,2025-H2,1,Medium,2025-08-15,No
9966,2024-H1,3,Medium,2025-01-16,No
9966,2024-H2,3,High,2026-02-08,Yes
9966,2025-H1,3,Medium,2024-06-26,No
9966,2025-H2,4,Medium,2025-12-21,No
9967,2024-H1,3,Medium,2025-07-03,No
9967,2024-H2,1,High,2024-07-06,No
9967,2025-H1,4,High,2024-11-01,Yes
9967,2025-H2,3,Medium,2025-11-22,No
9968,2024-H1,3,High,2025-09-15,No
9968,2024-H2,2,Medium,2025-06-08,No
9968,2025-H1,3,Medium,2024-06-26,No
9968,2025-H2,3,High,2025-01-22,No
9969,2024-H1,3,Medium,2025-05-11,No
9969,2024-H2,5,Medium,2025-02-13,No
9969,2025-H1,4,Medium,2025-08-20,Yes
9969,2025-H2,3,Medium,2024-08-04,No
9970,2024-H1,5,Medium,2024-06-20,No
9970,2024-H2,2,Medium,2026-01-08,No
9970,2025-H1,3,Medium,2026-05-26,No
9970,2025-H2,4,Medium,2026-02-17,No
9971,2024-H1,4,Medium,2026-03-31,No
9971,2024-H2,3,High,2024-12-15,No
9971,2025-H1,3,Medium,2025-06-20,No
9971,2025-H2,5,Medium,2025-11-29,No
9972,2024-H1,3,Medium,2025-08-12,Yes
9972,2024-H2,4,Medium,2026-05-31,Yes
9972,2025-H1,3,Medium,2026-01-13,No
9972,2025-H2,3,Low,2024-09-30,No
9973,2024-H1,3,Medium,2024-07-18,No
9973,2024-H2,2,Medium,2024-10-21,No
9973,2025-H1,3,Medium,2024-07-27,No
9973,2025-H2,3,Medium,2026-01-17,No
9974,2024-H1,3,Medium,2024-09-30,No
9974,2024-H2,3,Medium,2025-10-31,No
9974,2025-H1,2,High,2026-05-13,No
9974,2025-H2,4,Medium,2025-08-16,No
9975,2024-H1,5,Medium,2024-12-02,No
9975,2024-H2,3,Low,2025-10-14,Yes
9975,2025-H1,2,Medium,2025-01-27,No
9975,2025-H2,5,Medium,2025-05-24,No
9976,2024-H1,3,Medium,2024-12-11,No
9976,2024-H2,3,Low,2025-09-29,No
9976,2025-H1,2,Medium,2025-07-19,No
9976,2025-H2,3,Medium,2024-10-02,No
9977,2024-H1,5,Medium,2026-01-08,No
9977,2024-H2,3,Low,2024-06-26,No
9977,2025-H1,5,Low,2024-07-24,No
9977,2025-H2,4,Medium,2025-07-28,No
9978,2024-H1,3,Medium,2026-05-12,No
9978,2024-H2,2,Medium,2025-07-02,No
9978,2025-H1,4,High,2025-10-29,No
9978,2025-H2,4,Medium,2026-01-06,No
9979,2024-H1,1,Low,2025-05-21,No
9979,2024-H2,3,Low,2026-03-02,No
9979,2025-H1,3,High,2024-09-01,No
9979,2025-H2,3,High,2026-05-23,No
9980,2024-H1,3,Medium,2025-08-22,Yes
9980,2024-H2,3,Low,2024-11-19,No
9980,2025-H1,3,Medium,2024-12-22,No
9980,2025-H2,3,Medium,2026-05-14,No
9981,2024-H1,2,Medium,2026-04-21,No
9981,2024-H2,4,Medium,2025-05-07,No
9981,2025-H1,3,High,2026-04-22,No
9981,2025-H2,1,Medium,2025-05-05,No
9982,2024-H1,1,Medium,2025-06-28,No
9982,2024-H2,3,Low,2025-11-04,No
9982,2025-H1,1,Medium,2025-11-05,Yes
9982,2025-H2,3,High,2026-04-17,No
9983,2024-H1,5,Medium,2025-04-19,Yes
9983,2024-H2,4,Medium,2026-01-09,No
9983,2025-H1,4,High,2026-05-11,No
9983,2025-H2,1,Low,2024-07-26,Yes
9984,2024-H1,2,Medium,2024-07-13,Yes
9984,2024-H2,4,Medium,2025-06-29,No
9984,2025-H1,5,Medium,2026-04-17,No
9984,2025-H2,3,High,2025-01-21,Yes
9985,2024-H1,4,Medium,2025-06-07,Yes
9985,2024-H2,3,Medium,2024-12-14,No
9985,2025-H1,3,Low,2024-08-05,No
9985,2025-H2,3,High,2024-09-16,Yes
9986,2024-H1,4,Medium,2026-03-30,No
9986,2024-H2,5,Low,2025-10-06,No
9986,2025-H1,3,Medium,2024-12-07,No
9986,2025-H2,3,High,2025-08-11,Yes
9987,2024-H1,1,Low,2025-10-07,No
9987,2024-H2,3,Medium,2025-05-30,No
9987,2025-H1,4,Medium,2025-03-13,Yes
9987,2025-H2,2,Medium,2025-08-29,No
9988,2024-H1,3,Medium,2024-11-26,No
9988,2024-H2,3,High,2025-06-08,No
9988,2025-H1,3,Medium,2025-03-29,No
9988,2025-H2,5,Low,2025-05-09,No
9989,2024-H1,2,Medium,2025-02-19,No
9989,2024-H2,4,Medium,2025-11-03,No
9989,2025-H1,3,Medium,2025-03-10,Yes
9989,2025-H2,4,Medium,2025-10-27,Yes
9990,2024-H1,4,Medium,2025-12-02,Yes
9990,2024-H2,5,Medium,2025-06-26,No
9990,2025-H1,3,Low,2025-05-24,No
9990,2025-H2,2,Medium,2025-02-11,Yes
9991,2024-H1,3,High,2025-01-02,No
9991,2024-H2,2,Medium,2025-10-20,No
9991,2025-H1,3,Medium,2024-10-06,Yes
9991,2025-H2,3,Medium,2024-07-22,No
9992,2024-H1,4,Medium,2024-06-17,Yes
9992,2024-H2,3,Medium,2025-11-18,No
9992,2025-H1,2,Low,2025-03-22,Yes
9992,2025-H2,4,Medium,2026-03-21,No
9993,2024-H1,3,Medium,2025-08-04,No
9993,2024-H2,3,Medium,2025-07-22,Yes
9993,2025-H1,4,High,2024-10-23,No
9993,2025-H2,5,Medium,2024-09-16,Yes
9994,2024-H1,3,High,2024-09-28,No
9994,2024-H2,3,Medium,2025-02-09,No
9994,2025-H1,3,Low,2024-10-01,No
9994,2025-H2,1,Medium,2026-01-18,No
9995,2024-H1,3,Medium,2024-08-06,Yes
9995,2024-H2,5,Medium,2025-02-01,No
9995,2025-H1,4,Low,2024-12-29,No
9995,2025-H2,4,Medium,2024-06-05,Yes
9996,2024-H1,4,Medium,2024-07-02,No
9996,2024-H2,3,High,2025-11-21,No
9996,2025-H1,3,Medium,2025-12-13,No
9996,2025-H2,3,Medium,2026-01-16,No
9997,2024-H1,1,High,2026-04-19,No
9997,2024-H2,3,Medium,2024-11-08,No
9997,2025-H1,3,Low,2025-06-30,No
9997,2025-H2,4,Medium,2026-05-01,No
9998,2024-H1,4,Medium,2024-08-18,No
9998,2024-H2,5,Low,2026-05-30,No
9998,2025-H1,4,Low,2025-04-08,No
9998,2025-H2,3,High,2026-04-24,No
9999,2024-H1,2,Medium,2025-02-28,No
9999,2024-H2,4,High,2025-03-24,No
9999,2025-H1,4,Low,2026-02-20,Yes
9999,2025-H2,4,High,2024-06-25,No
10000,2024-H1,2,Medium,2024-10-30,No
10000,2024-H2,3,Medium,2025-09-08,No
10000,2025-H1,4,High,2024-07-05,No
10000,2025-H2,3,High,2026-05-27,No
10001,2024-H1,3,Medium,2024-12-18,No
10001,2024-H2,4,Low,2024-08-05,No
10001,2025-H1,4,Medium,2025-07-17,Yes
10001,2025-H2,4,High,2024-08-18,Yes
10002,2024-H1,4,Low,2025-10-27,No
10002,2024-H2,3,Medium,2025-06-29,Yes
10002,2025-H1,5,Medium,2026-05-19,No
10002,2025-H2,3,Low,2024-11-01,No
10003,2024-H1,4,Medium,2024-10-16,No
10003,2024-H2,4,Medium,2025-08-16,No
10003,2025-H1,3,Medium,2025-05-07,No
10003,2025-H2,4,Low,2024-10-01,Yes
10004,2024-H1,3,Medium,2025-01-20,No
10004,2024-H2,3,Medium,2024-10-27,Yes
10004,2025-H1,3,Medium,2025-07-03,No
10004,2025-H2,4,Medium,2024-11-23,No
10005,2024-H1,3,High,2026-05-29,No
10005,2024-H2,3,Low,2024-08-25,No
10005,2025-H1,3,Low,2025-05-07,Yes
10005,2025-H2,4,High,2026-03-10,No
10006,2024-H1,3,High,2025-09-15,No
10006,2024-H2,2,High,2025-02-24,No
10006,2025-H1,5,Low,2024-09-08,No
10006,2025-H2,3,Medium,2024-06-07,No
10007,2024-H1,3,Medium,2025-04-01,No
10007,2024-H2,3,Medium,2025-08-08,No
10007,2025-H1,3,Low,2026-05-24,No
10007,2025-H2,3,High,2024-11-18,No
10008,2024-H1,5,Medium,2024-06-23,No
10008,2024-H2,5,Low,2025-02-17,No
10008,2025-H1,2,Medium,2025-04-19,No
10008,2025-H2,2,Medium,2026-02-02,No
10009,2024-H1,4,Low,2025-01-13,No
10009,2024-H2,2,High,2024-06-20,No
10009,2025-H1,2,High,2025-06-23,No
10009,2025-H2,4,Medium,2024-11-03,No
10010,2024-H1,3,Medium,2025-04-21,No
10010,2024-H2,2,High,2025-04-08,No
10010,2025-H1,2,Low,2026-04-28,No
10010,2025-H2,3,Medium,2026-05-25,No
10011,2024-H1,3,Medium,2025-12-07,No
10011,2024-H2,3,Medium,2024-09-18,No
10011,2025-H1,4,Medium,2026-03-09,No
10011,2025-H2,3,Medium,2024-06-10,No
10012,2024-H1,2,Medium,2026-01-07,No
10012,2024-H2,3,Medium,2026-05-20,No
10012,2025-H1,3,Medium,2025-09-20,No
10012,2025-H2,4,Medium,2026-02-17,No
10013,2024-H1,4,Medium,2024-08-20,No
10013,2024-H2,2,Medium,2024-09-01,No
10013,2025-H1,3,Medium,2024-10-18,Yes
10013,2025-H2,3,Low,2026-04-07,No
10014,2024-H1,3,Medium,2024-09-30,Yes
10014,2024-H2,3,High,2024-12-09,No
10014,2025-H1,2,Medium,2025-04-23,No
10014,2025-H2,4,Medium,2025-05-29,No
10015,2024-H1,4,Medium,2024-12-07,No
10015,2024-H2,2,Medium,2025-05-26,No
10015,2025-H1,4,High,2025-05-12,No
10015,2025-H2,2,High,2024-10-01,No
10016,2024-H1,4,Medium,2025-03-29,No
10016,2024-H2,4,High,2024-09-08,No
10016,2025-H1,1,Medium,2025-07-01,No
10016,2025-H2,4,Medium,2024-08-18,No
10017,2024-H1,2,Low,2025-09-19,No
10017,2024-H2,3,Medium,2025-06-01,No
10017,2025-H1,3,High,2024-12-23,Yes
10017,2025-H2,3,High,2025-08-04,No
10018,2024-H1,3,Medium,2025-07-11,No
10018,2024-H2,5,Medium,2025-07-17,No
10018,2025-H1,3,Low,2025-08-23,Yes
10018,2025-H2,4,Medium,2024-12-02,No
10019,2024-H1,3,High,2024-09-24,No
10019,2024-H2,3,Medium,2024-12-30,No
10019,2025-H1,4,Medium,2025-09-21,No
10019,2025-H2,4,Medium,2025-05-12,No
10020,2024-H1,3,High,2025-10-18,No
10020,2024-H2,4,Low,2026-04-21,No
10020,2025-H1,3,Medium,2024-11-27,No
10020,2025-H2,4,High,2026-04-21,No
10021,2024-H1,2,Medium,2025-09-30,Yes
10021,2024-H2,5,Medium,2025-08-24,No
10021,2025-H1,3,Medium,2024-08-18,No
10021,2025-H2,5,Medium,2024-07-31,No
10022,2024-H1,2,Medium,2025-10-02,No
10022,2024-H2,4,Medium,2025-03-06,No
10022,2025-H1,4,High,2025-02-20,No
10022,2025-H2,5,Medium,2025-08-11,No
10023,2024-H1,2,Medium,2026-03-26,No
10023,2024-H2,3,Medium,2025-09-30,No
10023,2025-H1,4,Medium,2025-03-30,No
10023,2025-H2,3,High,2025-07-08,No
10024,2024-H1,4,High,2025-05-15,No
10024,2024-H2,3,Medium,2026-05-03,No
10024,2025-H1,3,High,2026-05-09,No
10024,2025-H2,3,Medium,2025-04-09,No
10025,2024-H1,1,Medium,2024-08-08,No
10025,2024-H2,2,Medium,2024-11-15,Yes
10025,2025-H1,4,Medium,2025-11-20,No
10025,2025-H2,5,Low,2025-04-06,Yes
10026,2024-H1,3,Medium,2024-10-16,No
10026,2024-H2,3,Low,2026-04-07,No
10026,2025-H1,3,High,2024-10-14,No
10026,2025-H2,3,Medium,2026-03-18,No
10027,2024-H1,4,Medium,2025-08-15,No
10027,2024-H2,3,Medium,2025-02-12,No
10027,2025-H1,3,High,2024-09-22,No
10027,2025-H2,3,High,2026-01-27,No
10028,2024-H1,4,Medium,2025-08-27,Yes
10028,2024-H2,3,Medium,2024-12-15,No
10028,2025-H1,5,Low,2026-04-02,No
10028,2025-H2,3,Medium,2024-12-24,No
10029,2024-H1,2,Medium,2025-08-01,No
10029,2024-H2,2,High,2025-02-19,No
10029,2025-H1,3,Medium,2025-06-26,No
10029,2025-H2,3,Low,2025-04-30,No
10030,2024-H1,4,Medium,2024-07-17,No
10030,2024-H2,3,Medium,2024-08-03,No
10030,2025-H1,2,Medium,2025-01-23,No
10030,2025-H2,5,High,2026-05-28,No
10031,2024-H1,4,Medium,2024-09-07,No
10031,2024-H2,4,High,2024-07-31,No
10031,2025-H1,2,Medium,2024-07-12,Yes
10031,2025-H2,3,Medium,2026-01-02,No
10032,2024-H1,3,Medium,2025-07-10,No
10032,2024-H2,4,Medium,2025-07-03,Yes
10032,2025-H1,3,Medium,2024-11-02,No
