employee_id,hashed_employee_id,department,job_level,job_family,location,hire_date,termination_date,employment_status,manager_id,salary_band,performance_rating,engagement_score,promotion_count,last_promotion_date
11497,20ae1e26ff37e6e1e89d85687a0868092af811e6348c673f96462dad1e4907a6,Sales,L1,Data,New York,2024-03-10,,Active,153,Band E,3,8.3,2,2026-02-24
11498,ddd59d0fadbd0fb57704a8525d9385e6f1c29eacc74b125b239c94edc9ad5557,Finance,L3,Software,Toronto,2024-02-14,,Active,35,Band E,4,7.9,3,
11499,4a514c08dad202a8a50f38ffee5fa34308ec315899e7619f06e14e597969f1b4,Finance,L4,Data,Toronto,2020-08-23,2023-01-04,Terminated,515,Band B,4,5.8,1,2024-10-03
11500,b63316c5fd311ed7307b7b76da927cc4aa4c811c768e1a48824fa4dc422e428c,Finance,L4,Finance,London,2021-05-13,,Active,404,Band A,3,7.8,1,
11501,492a70c75873387bf1c166d4a99b97575ace22ade46ffb8ba9a23475d8c79c70,Marketing,L1,Operations,Remote Canada,2022-02-15,,Active,382,Band A,4,7.0,0,
11502,2a713013049ecb96a64d87c2a93d2e19894049283380c4cd260954f52c4d5f6d,Engineering,L3,Product,Dublin,2024-02-21,,Active,534,Band E,4,5.4,1,
11503,98dcbe34de2e0081d70b9a0e47bc2c8875d9fb6c00574913aecf0d47d525c579,Finance,L2,Product,Toronto,2020-09-03,,Active,880,Band C,3,6.7,0,2020-12-02
11504,799125df541094c04c138b641a3b7aa0c7ef137b8343cc4feab6a2b089e0d497,Engineering,L2,Operations,Toronto,2020-08-19,,Active,847,Band B,3,5.0,0,2020-10-20
11505,58b56ca565b863349e33f05ed62532784bc8f11935ad7386e97b57033322c31a,Marketing,L3,Finance,Ottawa,2026-05-31,,Active,876,Band E,3,5.7,1,
11506,e19f33c4261ce8e9844d0ae40b0a0fa4aed7fde523b634816a1d70695ba705cb,Support,L1,Data,London,2026-04-01,2026-04-21,Terminated,67,Band D,3,7.4,0,2026-04-18
11507,afee5440fdafc78d7986a18146c351806b9a0ca41fcfa9b6daa50cdb321f56c0,People,L3,Finance,Toronto,2024-01-15,,Active,55,Band D,3,7.6,0,2024-10-25
11508,5b6cefbd82c485f8ff75fbab827ce141a84e3494ce2c853b352c85687d2db9d6,People,L6,Customer Success,Remote Canada,2024-04-12,2026-05-21,Terminated,50,Band E,5,8.6,0,
11509,ab213cae5e258c0d4d2eb87d3b83ace05a1f7fb73b7b8eaccc9faeaf2dd64f9e,Engineering,L1,Data,Dublin,2021-02-23,,Active,890,Band D,5,7.4,0,
11510,c952daaa4f4d9cb8272582cb8424af554bbb65ae11e99042dee5637e51d0df72,Finance,L5,Software,New York,2025-05-31,,Active,667,Band A,3,7.1,1,
11511,d672e9fb368dcc07d769c298458683af9a9d8bb05322c8fcd8aa9d984e88772a,Sales,L1,Data,New York,2022-06-13,,Active,229,Band A,4,7.2,1,
11512,e1eb2cce70b606e455f0552b632e0157f254ebef8d3d050fd9a74e556e02d470,Support,L3,Software,Ottawa,2025-12-05,2025-12-18,Terminated,165,Band B,4,8.1,0,
11513,89066965854a12f3e67a04d725dc54bb126d68e2ad423d6ef7646fb4f432ab11,Marketing,L4,Finance,New York,2022-08-02,,Active,831,Band C,4,8.0,0,2022-10-03
11514,4269fdab0a9ae3cd4de5095a4c7637f9a165fc57e63e45caaf7cf4201cc44958,People,L6,Data,London,2025-02-09,,Active,48,Band B,4,7.8,0,2025-07-13
11515,6f44067acff5824988fce20be6c9eda48b9c744d121cc224ef8aa550466498be,Product,L4,Recruiting,Ottawa,2023-03-19,2025-10-26,Terminated,18,Band C,5,6.5,3,
11516,29e5d8151b496ce07d6efb4407fc78843742e47ccafe4a554f47259d8f52f92f,Support,L5,Finance,Dublin,2024-05-17,2025-10-22,Terminated,263,Band D,2,6.1,0,
11517,7ea9e5bc2736f0e3d0f16383c05fa0d0085279aad54f26b944e5ed3f35775310,Product,L2,Recruiting,London,2021-12-07,,Active,643,Band E,3,7.0,1,2023-05-21
11518,27c07bcf4bb8940a2b217533b152c88f5de27c6adcc684f3bd4f48dfe96f1101,Product,L1,Operations,Dublin,2021-04-01,,Active,343,Band B,2,4.2,0,2025-01-24
11519,b052c4451a252e9b974fd9d604cd3859299473241a29f251732e4c7609ab139c,Marketing,L2,Data,London,2023-02-27,,Active,83,Band C,3,9.3,1,2026-04-21
11520,b19eaa4c809510725e30852809aceb36c1069d7cb30c6124749212274b72b22a,People,L5,Software,London,2025-02-11,,Active,21,Band E,5,8.6,0,2025-09-20
11521,48da0d2da2992257edd08e6763bba7fd26a6605da27236508fb6dee892377d64,Engineering,L3,Software,Ottawa,2023-02-08,,Active,639,Band D,5,7.3,0,2026-05-01
11522,92f4cbee3b42474440d509856efb48c44436245b7882b075bc0cfd0d71c725c4,Sales,L2,Data,New York,2021-07-22,,Active,208,Band A,2,7.5,0,
11523,b13fc05d1ab9ceaba4d94b7ab4f59eb10e199acb99fbcc288a2103a8c9c07f7c,Operations,L1,Operations,London,2025-09-26,,Active,359,Band E,2,8.1,1,2026-02-16
11524,31dd0e98c159c45be132f91700e0b146d7ae8936aa3dab911869f440c5d95fe4,Finance,L4,Software,Dublin,2021-09-19,,Active,143,Band A,2,7.1,1,2023-11-12
11525,05e76bca9c03255985b59992f0f59f6e588c0695c2ddb24af8759713b2351968,Support,L4,Data,Toronto,2026-02-28,,Active,243,Band B,4,8.6,0,2026-03-20
11526,423e18a4a465a7312217ed281315633908183cb31df1005c43eae4d6d063a693,People,L1,Data,New York,2020-07-11,,Active,233,Band B,3,7.2,0,2025-08-11
11527,aaf35f89dc2dbf72d9b077adeea7308cf71cc0ca15909bdd28425a45d95b458d,Marketing,L3,Data,Ottawa,2024-08-11,,Active,390,Band D,3,8.2,2,
11528,1c9dde0669a66e94a5597edc7f101eb9e48243619fceeac15e6cec7f1e8cb607,Product,L4,Customer Success,New York,2022-02-09,2023-11-15,Terminated,751,Band A,4,6.6,2,
11529,ffb336a87d358f86d38a6df79cfdb18ab05d251ad9cc2dadc66b14de88d5290c,Finance,L2,Customer Success,London,2024-12-23,,Active,313,Band C,3,6.6,0,2026-02-11
11530,10f5bbae56c34dd4675938d4e2faa035a1b5edd798aff9df76ed591be1a9fa69,Support,L2,Recruiting,Remote Canada,2025-12-20,2026-02-18,Terminated,529,Band B,4,7.4,0,2026-02-15
11531,8f91eb2820b9c14d69d9d1a79a1e2df9e5deece51ff0d0312b67979588eb021d,Operations,L1,Operations,New York,2020-06-18,,Active,807,Band C,3,6.4,0,
11532,d28f3cd3faf63e09eee0c68e54598b5c77456f81f690f003a073f7a941bc7793,Marketing,L5,Operations,Ottawa,2024-04-13,,Active,790,Band D,5,8.0,0,2025-11-05
11533,7cf204398ca43af7121ce37def6758e96b94ed8cb21144095eab49d4e241b1d2,Sales,L4,Finance,Dublin,2023-03-31,,Active,839,Band D,4,5.9,0,
11534,42f515a7c89434bcce7fc39e562de44d83c5c7dff2afc2011f7727c20994c4b0,Engineering,L2,Software,New York,2024-12-22,,Active,451,Band E,3,8.8,0,
11535,f999a402c2638cef7bdc8fd7efbe50d05762c19de872a41f252f53cc54c7623d,People,L6,Finance,London,2023-03-10,,Active,308,Band B,4,9.1,0,
11536,cbc2b54ff2d8262a25ca9b3864a56388789a2a5116d1860b5552e79b1ed1e9ef,Sales,L1,Recruiting,London,2023-07-07,,Active,735,Band D,1,8.4,1,2025-03-27
11537,2227e61261f27ea08b3defd1569d0146023e99ea2c2f8aaf2d9f2f6e7af24294,Product,L2,Software,Toronto,2024-03-09,,Active,838,Band C,3,5.4,1,
11538,ba97db3b1045ae8a6e40f629befad8bb2114a947e53d2c0483ef31ee28ded979,Sales,L3,Product,New York,2024-04-18,,Active,140,Band C,5,7.3,0,2024-07-29
11539,0275fc3093876f5b17477ae4e148c4ebd9dbaa423833afea231516b0dff8b8a9,Marketing,L3,Product,Dublin,2025-05-10,,Active,155,Band C,3,7.1,1,
11540,39eb6de09e2612703b260ee16dc576949489f9d27b09dc97162c5c5185b2c37b,Operations,L2,Recruiting,Remote Canada,2024-02-04,,Active,455,Band B,3,9.8,1,
11541,3b4f869d0b8008606cbfe89dee725c89bdfcb593b78f7e8dcdcafbbc602dea73,Sales,L3,Recruiting,Dublin,2021-05-19,,Active,542,Band C,5,6.5,2,2024-08-06
11542,ac0c5919fdd7b82a2b431a16e53992aad4c4f50f6c6427e23637a372317c359f,Engineering,L2,Product,Toronto,2025-09-29,,Active,119,Band B,3,7.0,0,
11543,23414f25715386feb37fe5259d8e9b5f1b91303d0c3232cf38dbba979e0b19a5,Marketing,L6,Customer Success,Remote Canada,2021-07-12,,Active,650,Band A,3,8.8,1,2022-07-06
11544,762da1911cc324cf7135692ff62e8001905e9f915e335ace1791d96c98c1015c,People,L4,Product,Ottawa,2021-10-25,,Active,592,Band A,2,7.9,1,
11545,454045873b331766376a6a2dd34682b7e118d8461c14c6f8098f0beb8cc648f6,Sales,L1,Operations,Ottawa,2024-05-17,,Active,897,Band D,5,5.2,1,
11546,6356587db2a73ec11c68666b201a84e8427d97b50711a407802fbea4f38d145c,Sales,L5,Customer Success,Dublin,2024-09-05,,Active,171,Band C,3,8.6,2,
11547,b23870faedb7e3446fd7fc3dda7a71574b40d27b83ad725a7bace605f79abfd0,Operations,L2,Software,Ottawa,2020-10-14,,Active,349,Band B,5,8.3,0,
11548,f1ece3b02f1e5989bb0918e468fbc3f3e60d74ed90809dd9767194e6e4d2960c,Sales,L5,Customer Success,Remote Canada,2024-03-24,,Active,644,Band A,3,10.0,0,2024-12-27
11549,b250e3dfa309c4070918dbf087e16dec65a20b55603d086365a9fe32cca9a640,Operations,L1,Data,New York,2021-09-19,,Active,134,Band C,4,8.2,2,
11550,62b92aa65205d93117251f2f3cc0cd473e4c2baae834aef0e75d12e66b311db6,Marketing,L2,Customer Success,Toronto,2026-03-21,,Active,816,Band B,2,8.3,0,
11551,e9e27a74e22e6cd29e75645de2c19596d117415117f3ee2e31e38f9be02187b3,Finance,L2,Product,Toronto,2022-03-11,,Active,724,Band D,2,6.8,0,
11552,c6f5662253cc33422656ce79b9eeaddbe0c69ba2803814b7049e7cf7c5dcf401,Product,L1,Data,New York,2025-01-27,,Active,317,Band A,3,9.4,1,2025-04-01
11553,18e2cd724415059fd868d13dcc056d45da26934ef5252484ce096dc9c6a37231,Sales,L6,Finance,Dublin,2023-05-12,,Active,539,Band A,3,7.9,1,2024-03-24
11554,03d7dbdfacdd891fbd4325a40463dd2d2a5e1181fb25ceb39263fb2a20df7275,People,L6,Product,Toronto,2023-11-20,,Active,452,Band B,3,5.8,0,
11555,0d999a1f69950a0e1c706d7ed71a809af38186cf27e5483395b19b50a158de73,People,L3,Operations,Ottawa,2022-11-28,,Active,699,Band B,3,6.3,1,2026-01-17
11556,c14379df233ffbc038c7458b26d8824927d8583bdf4962ff9efec8d647525ee7,Sales,L2,Finance,Toronto,2021-12-08,2024-04-26,Terminated,753,Band D,3,7.3,0,2025-02-26
11557,65c1c2c8ba857885d4ef6053e11a08594786bf9f03805d7126e29674978a2591,Product,L1,Product,Dublin,2022-08-01,2025-05-17,Terminated,887,Band E,2,7.0,0,2022-08-08
11558,af6d08a81278d36d71b7ddcf6873ebed25df20860a675b9ca4765867d58dff11,Support,L1,Finance,Dublin,2023-12-12,,Active,310,Band D,1,8.2,0,2025-03-16
11559,309e5afc96512f8fe84ed9bbd14deb7e806597602b8ad49a367b19eac8cc2bd6,Finance,L3,Customer Success,Ottawa,2024-05-27,,Active,845,Band A,3,9.3,1,
11560,9e59b63e63c6016e8ab992f22ae39b0e1e947d06883b236649bec7ecc79f07da,Engineering,L3,Data,Remote Canada,2023-09-06,,Active,836,Band E,4,6.2,0,2025-08-12
11561,1ae397ad7f0660771da8ccb0ee87b720fefbce950d6c5fa575eb19a14bcebf61,Finance,L2,Customer Success,Dublin,2024-07-31,,Active,657,Band B,5,5.5,0,
11562,e69d287e5d5ed5b9201e6cf169bd0b27118516996115769db4383c18d18afe3c,Support,L1,Data,London,2025-03-01,,Active,627,Band E,3,8.1,0,2025-07-17
11563,66e3d2ac55fec606ebab9ea9ff100b242ff886182b170aa338f8522109a4c119,Product,L1,Finance,Remote Canada,2022-04-21,,Active,881,Band E,3,8.2,0,2024-12-17
11564,ad3104612829530963549e319ca60e968888f95f070d9cb18229a7eb66944c5e,Product,L6,Finance,Ottawa,2023-12-25,,Active,141,Band B,4,6.3,0,
11565,440dc45d7eef513f51c1c5b3bf00cbf9424e857aafbc8a1c367b24c4b2430ef7,Sales,L1,Recruiting,Dublin,2025-08-15,2026-03-24,Terminated,544,Band A,4,5.8,1,2025-08-23
11566,e290edb1865b5d2c5c05b574571ec810783bf98b32ae322c20c83c48c0758780,Operations,L1,Customer Success,New York,2026-03-15,,Active,149,Band E,1,5.8,0,2026-04-25
11567,bacd94ac47940f109063a1a02805724e26194af71bf4024eb911e9362473f7ab,Engineering,L3,Customer Success,Ottawa,2023-10-02,,Active,300,Band D,3,7.9,0,2024-05-26
11568,76142af40de700c7832d412e17cfec55196464bfa5e794e6db600501ca09f130,Marketing,L3,Finance,Toronto,2020-12-10,,Active,726,Band A,3,8.2,0,2023-09-08
11569,1c7b6ccd45565d8e7996d48471c4fce418349eb0dbdca820afd1e83dd9f64d27,Operations,L3,Customer Success,Toronto,2025-02-26,2025-10-14,Terminated,487,Band C,4,6.8,0,2025-11-03
11570,5c10518df963b7e0e17909b92f805b5545da88dbb8b470a8ffd73d19ef6bcbcd,People,L5,Recruiting,London,2021-09-27,,Active,242,Band B,2,5.1,1,
11571,3ef723b0edb8f915992904842f9dc0e29c47b45f575b634c4189b3d2e8507a71,Support,L3,Operations,Toronto,2026-01-29,,Active,745,Band C,3,7.6,0,2026-03-29
11572,5df022f3177db637eb34d512b76dda0233abf7de349f1e9e81c73fa26fe80dc1,Product,L3,Customer Success,Ottawa,2024-12-08,,Active,400,Band D,3,6.3,1,
11573,5664911fa1d27300a9a071fd55fbc1981063208dad2b17ab579e4e013710ae00,Sales,L5,Product,Toronto,2022-09-11,,Active,531,Band A,3,7.4,0,2023-02-25
11574,75393eaa5e863973fb996251a2e384e6f801444e0ba1acce32a544c7b24b720b,Operations,L3,Finance,Toronto,2021-07-30,2022-01-05,Terminated,784,Band C,3,6.9,0,2026-04-05
11575,943c38349fda64a0f765d20e70ad334f76e01ca32986a24cf490d8e9fc593c64,Finance,L1,Finance,New York,2023-06-05,,Active,729,Band E,3,7.7,0,
11576,a7085c7bceeada151d0ef81384e74d3bbbf0934783a6cb86cacffa7e49cbc10c,Operations,L4,Product,London,2021-12-22,,Active,15,Band C,3,4.9,0,2022-11-14
11577,f98155181b977b3f7dd16a2a9fadeb711c52df284ad501f8cf8fee499b9e8f4d,People,L2,Customer Success,Dublin,2025-06-20,2025-09-16,Terminated,605,Band B,4,7.7,1,
11578,9d6130a69f8887ebbf0616b870f24cb43d1380fa11fe192ba818967329ca28ce,Support,L2,Operations,New York,2021-08-23,,Active,880,Band A,3,7.7,2,2025-11-08
11579,522f6fbcda92e263cf31de6767403641996a3871d428408f484faa2dc7e557ad,Marketing,L5,Software,London,2023-09-15,,Active,233,Band E,3,7.2,1,2025-06-07
11580,ab2f9da4b47506c00070d38392a53d5ba46a9e6f98fd3a84f085ecd6d93a9da8,Sales,L2,Product,New York,2023-12-23,,Active,673,Band A,4,7.1,1,2024-05-03
11581,b694bf0bc08e97ddea2fa3d287516292ac3a771f6a3b4b4db9fdfe1c3a259a5a,People,L4,Operations,Ottawa,2024-01-08,,Active,587,Band A,3,9.8,2,2025-02-21
11582,0424fe62ad6e0745ac8333db07a686abce519f4e5ac7c4105f9c79250a79fbd3,Support,L2,Finance,London,2025-03-23,,Active,591,Band A,5,7.5,0,2026-05-16
11583,6a24e73cb6abc2bed87ad37c9839838a5bf5736d7e858bccb4e648813dec6622,Product,L1,Customer Success,Ottawa,2023-01-11,,Active,489,Band E,3,6.6,0,
11584,a9890cc22bee5275b5c695946a4a2a49cda983489eca0fe7b45983ca49a49933,Marketing,L1,Finance,Dublin,2021-10-01,,Active,534,Band C,3,9.4,2,
11585,602d528c05ad668f1f0b034292ce340c65cf7c2692e35be774313c4667c5151f,Support,L5,Finance,London,2024-09-12,,Active,619,Band A,3,8.7,1,
11586,353e35a0ea960d461aa4dbba76e26c22db0ed225444a07f0cf5376f1726837d1,Product,L2,Data,Dublin,2023-11-13,,Active,27,Band A,3,9.8,0,
11587,d0c72868aa85077d340620bd0c10f0a124357ecf02238524bb5e701e12fa35da,Product,L5,Product,New York,2023-12-25,,Active,602,Band C,3,6.8,0,2025-05-09
11588,7804641b0093a8d0753c0a0202458bc43fe92da1f36a9e5b1e1d67f8b3e12cb8,Sales,L2,Finance,Remote Canada,2025-02-15,,Active,325,Band E,3,8.0,1,2026-03-20
11589,4196d918f2ba6d0dff68357939c115cd0dc2bb81e22451779565275368b3f8c7,Finance,L5,Customer Success,London,2023-09-27,2023-10-29,Terminated,867,Band E,5,6.9,1,2025-11-24
11590,84b108a6ba22aa51effb7ebaa95997066c5a0633590177b1f2c87664d957a24b,Finance,L2,Operations,New York,2023-02-07,2025-07-13,Terminated,490,Band D,5,10.0,2,
11591,5bc1250104894191a821ea06dc0ca5a4903fea1daa0de83e53d878dbab4428e0,Product,L1,Software,New York,2023-02-01,,Active,688,Band B,3,7.1,0,
11592,07319501616d56d6317ff146fa292f854dd7b8b3c69afc47775c8c5dc247ed5c,Finance,L4,Operations,Dublin,2026-04-30,,Active,801,Band C,4,7.3,0,
11593,b69c30792e55c3ef0df3feda96412196c296f23da3a95b1fc1c31db53a67befe,Product,L2,Data,Ottawa,2020-11-05,2025-06-19,Terminated,35,Band D,4,6.3,0,2022-11-20
11594,38ff7f12b85d8339316a62d5ad00f352642bde4dd3277e4f5b74af91fffff2ba,People,L3,Customer Success,Ottawa,2022-05-03,,Active,695,Band D,3,8.2,1,2022-11-30
11595,225fccbcb71c7abee40cfb278b96d3299ec52dd0a815b029aed30e934149ecb2,Support,L3,Data,Dublin,2022-01-03,,Active,293,Band A,4,7.2,0,
11596,08e8631344a3916252ffd5caa1516790aa3a163e4f4066354e875b8e09df32f0,People,L2,Finance,Ottawa,2022-03-17,,Active,112,Band C,4,7.2,0,
11597,fce42b27e987e692873d09cdefea48c5ef3e07c62f5ddba972efbbabf63571e5,Sales,L3,Product,New York,2023-07-26,2024-05-10,Terminated,415,Band C,1,8.1,0,2025-10-05
11598,1c318cde57f6559a8db902eba13e6d63e737aeff2548a63401b3d280e4d95417,Sales,L2,Recruiting,Remote Canada,2022-08-12,,Active,832,Band B,4,3.5,0,
11599,86e76b626c7eb73112e2916ec78724f650329c3eade89c1f07e6726bd2eae289,Marketing,L3,Recruiting,Remote Canada,2024-02-14,,Active,742,Band B,5,7.2,1,
11600,74b5dd48de461f7e1b11a24b59c0acc75e55dd05edd698989bfff9179b6e3f6a,Support,L2,Operations,London,2023-11-11,2024-07-21,Terminated,39,Band A,3,9.0,1,
11601,f6c5ef7b8ed9f007ca6b07544dfd707deacb35601958125d3b25512a5ef815de,Engineering,L3,Software,New York,2022-07-20,,Active,644,Band A,3,6.0,1,2023-07-21
11602,8349d73d92fabdcb6676fef4d545e4a2d11fcb49a3a5d0ed4976d5754390d6e7,Sales,L1,Recruiting,New York,2025-09-18,,Active,452,Band B,3,7.9,0,2026-04-28
11603,6c2b72646a82124ae0924db8372be3a4ce95ebc0c9ee911d6a9e8db3b947259e,Sales,L3,Operations,Ottawa,2026-01-13,,Active,286,Band E,5,7.2,0,
11604,9aeec226c5af6b605d81e8f4b238caa2a09a6fbd122f9cb0db5737e451769f01,Support,L2,Data,Toronto,2020-07-28,,Active,381,Band C,3,6.0,2,
11605,ac388f09d79becec97b7e5f7c124d62831a4ac988e750a8e6b4f8d3db4b4057c,People,L6,Software,New York,2025-11-21,,Active,200,Band B,3,7.6,1,
11606,7697b388861aaddea5d7d183f314dafe63696673b3417c42466a3cd63b4118b8,Finance,L2,Data,Remote Canada,2025-02-03,,Active,619,Band A,3,7.5,1,
11607,51b150ef134b260f1104ac702fdfb0e0a41b2522187002bc1d013e7216a7029f,Support,L1,Operations,London,2024-12-10,,Active,20,Band D,3,5.5,0,2026-05-02
11608,0ca11b9abe144b2c2ce906333e31abd7f392895d9678e1db7d4fc872266c6c35,Engineering,L3,Data,London,2024-07-11,2025-03-31,Terminated,851,Band B,3,9.2,1,
11609,6a42036d7846de911956b25a21f3223f37654950262d0b96a2d9730eafa16a66,Operations,L3,Recruiting,Toronto,2023-09-14,,Active,814,Band A,1,8.3,0,
11610,c3aee2052f262f6007a4f046902f97c05366c476658cedd0e80e45b54cc2ec46,Sales,L3,Finance,Remote Canada,2022-05-03,,Active,405,Band A,3,7.7,0,2025-07-05
11611,6caf8cb7c55f641e46a0f76df6c79624a9b209d3a1199fcdf7df54c92ae02762,Product,L3,Software,Dublin,2021-12-11,,Active,55,Band D,1,7.5,1,2023-10-29
11612,f799857a1afcc7a251f9c761117f158a7e2313582fc54a2751b219f1a3dae311,Product,L1,Recruiting,New York,2023-06-19,,Active,591,Band D,4,8.4,2,
11613,1470d2c1cfdbf52adac30f2fbeb086cf24b4f0226bf7a2bdf4ae2c2e1757091f,Engineering,L3,Product,Dublin,2021-12-17,,Active,392,Band A,4,7.7,1,
11614,14aefda9799b3919125b3ed4d1f3f0942d4ae7273ff0d7e25f55c8c28a6ed056,Marketing,L3,Software,New York,2023-03-21,,Active,17,Band A,4,8.4,3,
11615,a5196fecd0525d28139d7bdd538a3b72ca090b94bc5b3934f999cbb7220d145f,Engineering,L6,Data,Ottawa,2021-06-30,,Active,300,Band E,5,7.0,0,
11616,4f3adc1c7dfc939767fcb99634032e7c4900d0948343345a1ae6f1c163af32a4,Support,L3,Software,Ottawa,2025-03-29,,Active,344,Band B,2,7.8,0,
11617,269718955c433cd7e56c1b695229ad423cdcabc277db8d01a6c7236269313c3d,People,L1,Recruiting,New York,2021-12-24,,Active,344,Band A,5,7.7,1,2022-12-13
11618,8a7cfae5dfd8b4aa346a4cf07f601d650cc75a64eef52c45720900bcd28510a3,People,L4,Data,Toronto,2025-09-02,,Active,250,Band E,1,8.2,3,
11619,6da250517bb794e579a90b4aa3df1b1a53d6f3d867fb051447876a94fed9203f,Marketing,L4,Data,London,2025-03-21,2025-11-27,Terminated,285,Band A,3,6.4,0,2025-08-24
11620,4bcdee47f1d7632424d77cf159cc2b55ac0d6c66b84087a41983f0d10ab5be2a,Support,L4,Product,London,2021-11-04,,Active,133,Band D,3,6.0,0,
11621,92c96692ea07a8c99abc3ec8362e0df543aefa4e43ab87e2d23639d0c87a50b0,Sales,L1,Software,New York,2025-10-29,,Active,1,Band E,3,7.5,0,2026-04-14
11622,1b023db7bba0059384bb92a3d56ee518b8e621dd8ba177bfccc1b8bbc9b37a61,Sales,L4,Product,Toronto,2024-10-24,,Active,369,Band D,2,5.4,0,
11623,aac7d4dc2eb6e6079dda5d45fd165211380d398fb29dcc228589c776085781bd,Operations,L4,Data,Toronto,2020-07-03,,Active,96,Band E,3,7.5,0,
11624,6023019c17d1af79c63521ce0986dbec191fd40016aa370ab6d954a35ae6c9f2,People,L3,Data,Ottawa,2021-09-22,,Active,301,Band A,3,6.5,0,
11625,85d9ac31caaef8f9984725187c0593f917f83489f5244cfd12124abda40e7a5d,Product,L4,Finance,Toronto,2020-09-14,,Active,171,Band A,3,8.8,0,
11626,64d6a57a62aa88215be6e46e233310faddb272a50f0026b83e2f2016496d21a3,People,L4,Finance,Dublin,2023-08-29,,Active,30,Band D,3,6.1,0,
11627,9642ba8bc42691bc4402f47b47ce7c498d0e9e8fe2f1bcf071b7bb73b5ad9338,Engineering,L4,Finance,Toronto,2020-11-17,,Active,225,Band D,3,7.8,1,2024-11-09
11628,9362505169455973f93050fe8da8cade1891a56d9cbbe9a1af48f59fe78bb49e,Engineering,L3,Recruiting,London,2024-09-28,,Active,88,Band A,3,6.6,1,2024-10-23
11629,85f9b504a727a96d1bdaf786e8f415c7547f2f1de7318468ca8d8fb8531f5a13,Finance,L4,Software,London,2026-01-02,,Active,390,Band A,3,7.8,0,2026-05-01
11630,656232d8f9bc00ac0afc42acf3819afa023ea0588872e62e1e79e3073723d6f8,Engineering,L5,Finance,Toronto,2024-04-28,,Active,248,Band E,3,6.9,0,
11631,d8ed0b6368d91169030524bdfd199b30dc61dda8a88a19cf366d3c6c389c06a1,Product,L2,Recruiting,London,2021-07-30,,Active,103,Band C,5,5.8,1,
11632,86e51921ce61732ec7a1b89f423f0975e574b605cf29d58f66a6dce84b4b0e76,Engineering,L3,Data,Ottawa,2025-10-31,2025-12-11,Terminated,76,Band B,3,8.3,1,
11633,ad8480426237e643aa5f6445d3654255e82f023a4167c494e60207271bd79aa0,Operations,L2,Data,Ottawa,2023-05-02,,Active,343,Band A,2,6.2,1,
11634,aaf8948bd742caaafe0698fd633dd7473fcf8a0e17d87bfd1e2f1184f63eaac9,Marketing,L6,Product,New York,2024-06-29,,Active,633,Band B,1,7.5,0,
11635,a42c465973b77c7b121ec69088c70abdae2673391b06e417618f005e34be8262,Sales,L4,Software,London,2021-04-06,,Active,540,Band A,2,9.3,0,2023-12-26
11636,453e17ba67832ab3e74b78cf77916ee069766235de9373735f558524b26a8042,Support,L3,Product,Toronto,2023-02-07,2023-08-28,Terminated,281,Band B,5,8.2,0,2025-07-14
11637,c2c330a9f0671dda6b0abe2fd8c397d95745eebcf986faf41e2e9b18e3e3301c,Marketing,L1,Operations,Ottawa,2024-11-18,,Active,254,Band B,3,5.7,0,2025-02-15
11638,ba03cd9ba89f9e73b12d3223a544df559288f81e9e3021e8fdfa9ccbfff73f6d,Support,L2,Data,Remote Canada,2022-01-02,,Active,69,Band D,4,6.5,1,2023-11-02
11639,36f7d55f4b14dda8125b4aa0d0cdd9a9e210359741d91a31f6009878abdeb290,Product,L2,Finance,Remote Canada,2021-10-08,2023-01-22,Terminated,48,Band D,1,8.4,0,
11640,a399fd8cdf606b3aa0e5c9334c01bcaea2931b25ef08ce27208a4994a08e5e61,Support,L4,Product,Ottawa,2020-09-07,,Active,154,Band B,3,7.3,0,2025-11-06
11641,fa5218939bfea77b8f1668a3abe0ae24abb069dc64ca1b795b35a5c6eda2c728,People,L2,Data,London,2024-03-01,2024-04-04,Terminated,652,Band C,4,7.7,1,
11642,ba298cc703d3ec7dcbb6acc37f211ae0e51471374221296b34936523cce7c96c,Engineering,L4,Software,London,2026-03-15,,Active,570,Band A,3,5.8,0,
11643,151998b02169b0eb6da820999a8cf7897ad0e15ba0904ef64f3502acd6153bb5,Finance,L2,Operations,London,2024-06-09,,Active,17,Band E,3,7.8,0,
11644,7ef5c3627c0b4a64b549adf041666daf678ec0634bd374e7f38c5f151578a875,Marketing,L1,Customer Success,Remote Canada,2023-12-31,,Active,819,Band D,4,7.2,2,
11645,cab5eacb9fb59868a37f1c9372d2893c5f8529a1f19f7001e90e2eb82edc9bcf,Marketing,L2,Operations,London,2025-12-16,,Active,423,Band E,4,7.8,0,
11646,0a494e6d3ae552e9160d1ac939af35e60e4acf6af9d3b9c96f2596ea4be21bf4,Product,L3,Customer Success,Toronto,2021-01-20,,Active,722,Band C,3,5.8,2,
11647,0eba3ddff8b8400d5279ac894949f81ba9384c53be4a45f11644168ce6421dd0,Operations,L5,Recruiting,New York,2022-03-01,,Active,417,Band B,2,5.5,0,
11648,2022966b9224c9f9c3ce9971f009830c52a9f4efa346d84ec8f2550e97b786ff,Sales,L5,Customer Success,Remote Canada,2025-06-06,,Active,214,Band A,2,6.8,0,2025-06-18
11649,760175f4b2579ec4c48d98370d35a970fc1f32228ca03498755627ebf33a3bc9,Operations,L1,Finance,Remote Canada,2021-10-01,,Active,865,Band D,4,6.7,2,
